Origin,Origin_x,Origin_y,Origin_geoid,P_r_aug,Total_Demand,Demand_Not_Traveling,Total_Travel_Time,Average_Travel_Time
1,-97.861763,30.550045,48491020338,824.907098,705.000000,119.907098,19120.493062,27.121267
2,-97.873341,30.595955,48491020342,373.122118,303.000000,70.122118,8091.146533,26.703454
3,-97.842574,30.537706,48491020325,959.882146,899.000000,60.882146,22405.030969,24.922170
4,-97.967226,30.531993,48453036300,2495.444620,2289.000000,206.444620,196682.250729,85.924968
5,-97.901257,30.49655,48453037500,553.806735,445.000000,108.806735,22903.303876,51.468099
6,-97.882086,30.460701,48453035600,2907.036338,2061.000000,846.036338,85835.425904,41.647465
7,-97.827879,30.498174,48491020336,1999.118701,1787.000000,212.118701,49940.090619,27.946329
8,-98.083907,30.434403,48453035200,461.778199,318.000000,143.778199,57558.822444,181.002586
9,-98.053644,30.488843,48453036400,340.228261,277.000000,63.228261,33773.972303,121.927698
10,-97.968645,30.405429,48453037600,2456.675802,1825.000000,631.675802,1631156.703326,893.784495
11,-98.056627,30.367501,48453035300,958.111658,703.000000,255.111658,104104.451358,148.085991
12,-97.941993,30.421566,48453031400,1900.855891,1215.000000,685.855891,77252.798404,63.582550
13,-97.888347,30.416288,48453035800,558.323509,423.000000,135.323509,33857.023650,80.040245
14,-97.839977,30.449261,48453035800,925.259526,701.000000,224.259526,22077.512776,31.494312
15,-97.83899,30.398674,48453034600,635.724858,532.000000,103.724858,25104.356696,47.188640
16,-98.076591,30.33372,48453036500,2867.945826,1750.000000,1117.945826,266319.737719,152.182707
17,-97.972406,30.320471,48453037000,908.793155,649.000000,259.793155,49665.094313,76.525569
18,-98.009337,30.349621,48453035400,1649.915410,1063.000000,586.915410,131798.062758,123.986889
19,-97.984566,30.367501,48453033100,7746.198950,5228.000000,2518.198950,529998.895710,101.376988
20,-97.926677,30.382464,48453031500,1403.302125,1078.000000,325.302125,94473.448985,87.637708
21,-97.937276,30.351176,48453031500,597.509903,459.000000,138.509903,37288.237083,81.237989
22,-97.86814,30.373525,48453035000,353.643761,248.000000,105.643761,12108.037883,48.822733
23,-97.834683,30.374974,48453032900,800.287488,590.000000,210.287488,22116.747620,37.486013
24,-97.845706,30.351794,48453032900,896.593271,661.000000,235.593271,24410.059485,36.928986
25,-97.974997,30.221922,48453036600,198.142707,138.000000,60.142707,10314.042126,74.739436
26,-97.964299,30.292875,48453036600,1109.886324,773.000000,336.886324,66849.613718,86.480742
27,-97.939978,30.32358,48453034000,490.700541,371.000000,119.700541,26327.426499,70.963414
28,-97.905759,30.343668,48453035100,371.004944,251.000000,120.004944,19438.850920,77.445621
29,-97.89921,30.321831,48453034000,935.108578,707.000000,228.108578,139076.076559,196.712980
30,-97.705243,30.653697,48491020121,633.434482,516.000000,117.434482,13919.484329,26.975745
31,-97.869942,30.344763,48453033900,1554.418604,1200.000000,354.418604,220210.881158,183.509068
32,-97.858595,30.332143,48453033900,664.513953,513.000000,151.513953,99101.044525,193.179424
33,-97.841425,30.318718,48453001912,847.099623,611.000000,236.099623,17130.029815,28.036055
34,-97.832125,30.30131,48453001912,341.058113,246.000000,95.058113,7663.761124,31.153501
35,-97.919182,30.304379,48453001916,202.743902,150.000000,52.743902,7606.282174,50.708548
36,-97.888816,30.298805,48453001916,800.162602,592.000000,208.162602,32928.014997,55.621647
37,-97.921387,30.352597,48453031500,1377.266835,1058.000000,319.266835,185586.914792,175.412963
38,-97.871556,30.308173,48453001916,433.871951,321.000000,112.871951,17591.874485,54.803347
39,-97.779089,30.351189,48453030700,1507.283050,1040.000000,467.283050,22496.272728,21.631031
40,-97.744053,30.384802,48453030100,327.362370,235.000000,92.362370,3609.157418,15.358117
41,-97.833651,30.288711,48453001917,918.255061,638.000000,280.255061,25429.512667,39.858170
42,-97.902792,30.286234,48453001921,199.303443,155.000000,44.303443,3750.473323,24.196602
43,-98.013199,30.272366,48453036600,231.166492,161.000000,70.166492,16198.686765,100.612961
44,-97.879621,30.286428,48453001921,207.018415,161.000000,46.018415,5235.103634,32.516172
45,-97.899068,30.267169,48453001920,107.241474,89.000000,18.241474,2277.756995,25.592775
46,-97.86426,30.287223,48453001921,694.347478,540.000000,154.347478,19899.781849,36.851448
47,-97.665825,30.513457,48491020701,537.148515,468.000000,69.148515,9759.551616,20.853743
48,-97.703502,30.308846,48453002105,727.552279,621.000000,106.552279,9427.485882,15.181137
49,-97.843688,30.286457,48453001917,889.469635,618.000000,271.469635,24537.489954,39.704676
50,-97.836009,30.279555,48453001917,1197.473684,832.000000,365.473684,32447.485990,38.999382
51,-97.932402,30.205053,48453031100,181.249428,129.000000,52.249428,3730.107375,28.915561
52,-97.873192,30.273341,48453001921,299.598078,233.000000,66.598078,5889.434616,25.276543
53,-97.909655,30.196482,48453036700,349.970249,247.000000,102.970249,7196.578838,29.135947
54,-97.901713,30.172804,48453033300,83.731557,58.000000,25.731557,1408.631047,24.286742
55,-97.851746,30.260857,48453001914,291.144279,220.000000,71.144279,5185.816549,23.571893
56,-97.829376,30.259205,48453001914,247.472637,187.000000,60.472637,4336.255335,23.188531
57,-97.825581,30.247459,48453001914,2491.930347,1883.000000,608.930347,42276.851173,22.451859
58,-97.819398,30.235346,48453001915,23.215465,17.000000,6.215465,254.295608,14.958565
59,-97.895281,30.25396,48453001920,66.272821,55.000000,11.272821,1180.320284,21.460369
60,-97.879541,30.24144,48453001920,196.408543,163.000000,33.408543,3909.178322,23.982689
61,-97.872037,30.246756,48453001920,774.789528,643.000000,131.789528,15195.766177,23.632607
62,-97.858211,30.245081,48453001915,647.301802,474.000000,173.301802,10501.327368,22.154699
63,-97.852166,30.240247,48453001915,662.323574,485.000000,177.323574,10798.294492,22.264525
64,-97.928478,30.267416,48453036600,419.258482,292.000000,127.258482,8763.832195,30.013124
65,-97.93101,30.237106,48453036600,643.245890,448.000000,195.245890,20362.050165,45.451005
66,-97.915824,30.244016,48453033000,396.320475,318.000000,78.320475,13576.628089,42.693799
67,-97.909155,30.249879,48453033000,324.035608,260.000000,64.035608,7700.033534,29.615514
68,-97.892018,30.238308,48453033000,2790.445105,2239.000000,551.445105,70436.576306,31.458944
69,-97.985156,30.244942,48453036600,272.805177,190.000000,82.805177,11623.806845,61.177931
70,-97.943499,30.250014,48453036600,89.020637,62.000000,27.020637,3054.810012,49.271129
71,-97.954558,30.209143,48453031100,206.540046,147.000000,59.540046,11314.475862,76.969224
72,-97.947086,30.21593,48453031100,282.411899,201.000000,81.411899,12298.791536,61.188018
